MAE,MSE,meanMASE,r2,Forecast Bias,name
924.214930658971,1284909.172106827,inf,-2.633449048573467,-389.7024054802773,XGBoost
394.08637165350433,235230.90694454144,inf,-0.21836910308764335,-181.00591098110394,ARIMA
393.7860028432762,232287.61854038015,inf,-0.20312445815690006,-167.6215105552814,ExponentialSmoothing
889.0492244662925,1197367.2518058277,inf,-2.3638227385129986,-401.22926264981265,RandomForrests
